Date_Time,Relative Humidity in %,Rainfall in mm,Temperature in Degree C,Radiation value in MJ/m^2,Wind speed in kmph,Kerala Holidays,Day of the week,Average Demand of Prev. Day,Average Demand of Prev. week,Demand during this hour,Hourly Avg. of Prev. week,Demand in MW
01-01-2017 00:00,87,0,25.5,,,TRUE,1,2342.19125,2342.19125,2398.66,2398.66,2398.66
01-01-2017 01:00,85,0,26.2,,,TRUE,1,2342.19125,2342.19125,2238.83,2238.83,2238.83
01-01-2017 02:00,91,0,25.6,,,TRUE,1,2342.19125,2342.19125,2161.29,2161.29,2161.29
01-01-2017 03:00,93,0,25.3,,0,TRUE,1,2342.19125,2342.19125,2094.65,2094.65,2094.65
01-01-2017 04:00,93,0,24.4,,,TRUE,1,2342.19125,2342.19125,2064.19,2064.19,2064.19
01-01-2017 05:00,93,0,23.9,,,TRUE,1,2342.19125,2342.19125,2090.14,2090.14,2090.14
01-01-2017 06:00,94,0,23.7,,0,TRUE,1,2342.19125,2342.19125,2242.9,2242.9,2242.9
01-01-2017 07:00,94,0,22.6,,,TRUE,1,2342.19125,2342.19125,2330.15,2330.15,2330.15
01-01-2017 08:00,94,0,22.6,0.1,,TRUE,1,2342.19125,2342.19125,2285.23,2285.23,2285.23
01-01-2017 09:00,94,0,22.7,0.73,4,TRUE,1,2342.19125,2342.19125,2209.72,2209.72,2209.72
01-01-2017 10:00,70,0,26.3,2.28,,TRUE,1,2342.19125,2342.19125,2181.71,2181.71,2181.71
01-01-2017 11:00,59,0,29.3,2.68,,TRUE,1,2342.19125,2342.19125,2158.5,2158.5,2158.5
01-01-2017 12:00,40,0,30.3,2.68,6,TRUE,1,2342.19125,2342.19125,2171.38,2171.38,2171.38
01-01-2017 13:00,36,0,31.8,3.1,,TRUE,1,2342.19125,2342.19125,2142.67,2142.67,2142.67
01-01-2017 14:00,48,0,31.8,2.39,,TRUE,1,2342.19125,2342.19125,2165.62,2165.62,2165.62
01-01-2017 15:00,49,0,31.6,2.37,14,TRUE,1,2342.19125,2342.19125,2177.44,2177.44,2177.44
01-01-2017 16:00,48,0,30.8,1.51,,TRUE,1,2342.19125,2342.19125,2215.9,2215.9,2215.9
01-01-2017 17:00,51,0,30.8,0.59,,TRUE,1,2342.19125,2342.19125,2244.89,2244.89,2244.89
01-01-2017 18:00,58,0,30.3,0.13,14,TRUE,1,2342.19125,2342.19125,2358.22,2358.22,2358.22
01-01-2017 19:00,62,0,28.8,,,TRUE,1,2342.19125,2342.19125,3028.78,3028.78,3028.78
01-01-2017 20:00,64,0,28.3,,,TRUE,1,2342.19125,2342.19125,2987.56,2987.56,2987.56
01-01-2017 21:00,63,0,27.5,8.1,0,TRUE,1,2342.19125,2342.19125,2970.44,2970.44,2970.44
01-01-2017 22:00,70,0,26.9,,,TRUE,1,2342.19125,2342.19125,2827.9,2827.9,2827.9
01-01-2017 23:00,75,0,26.3,,,TRUE,1,2342.19125,2342.19125,2465.82,2465.82,2465.82
01-02-2017 00:00,80,0,25.8,,0,TRUE,2,2342.19125,2342.19125,2398.66,2398.66,2223.08
01-02-2017 01:00,85,0,25.9,,,TRUE,2,2342.19125,2342.19125,2238.83,2238.83,2105.89
01-02-2017 02:00,89,0,25,,,TRUE,2,2342.19125,2342.19125,2161.29,2161.29,2081.39
01-02-2017 03:00,92,0,24.7,,0,TRUE,2,2342.19125,2342.19125,2094.65,2094.65,2013.7
01-02-2017 04:00,92,0,24.8,,,TRUE,2,2342.19125,2342.19125,2064.19,2064.19,2003.51
01-02-2017 05:00,92,0,24.8,,,TRUE,2,2342.19125,2342.19125,2090.14,2090.14,2033.59
01-02-2017 06:00,92,0,24.8,,0,TRUE,2,2342.19125,2342.19125,2242.9,2242.9,2256.96
01-02-2017 07:00,92,0,25,,,TRUE,2,2342.19125,2342.19125,2330.15,2330.15,2428.63
01-02-2017 08:00,93,0,24.8,0.1,,TRUE,2,2342.19125,2342.19125,2285.23,2285.23,2462.74
01-02-2017 09:00,93,0,24.8,0.68,4,TRUE,2,2342.19125,2342.19125,2209.72,2209.72,2513.41
01-02-2017 10:00,70,0,27.8,1.51,,TRUE,2,2342.19125,2342.19125,2181.71,2181.71,2631.71
01-02-2017 11:00,54,0,30.4,2.28,,TRUE,2,2342.19125,2342.19125,2158.5,2158.5,2697.2
01-02-2017 12:00,44,0,31.8,2.7,5,TRUE,2,2342.19125,2342.19125,2171.38,2171.38,2735.07
01-02-2017 13:00,45,0,32.4,3.05,,TRUE,2,2342.19125,2342.19125,2142.67,2142.67,2727.21
01-02-2017 14:00,45,0,32.8,3.08,,TRUE,2,2342.19125,2342.19125,2165.62,2165.62,2720.39
01-02-2017 15:00,48,0,32.7,2.83,20,TRUE,2,2342.19125,2342.19125,2177.44,2177.44,2798
01-02-2017 16:00,52,0,32.7,2.22,,TRUE,2,2342.19125,2342.19125,2215.9,2215.9,2810.25
01-02-2017 17:00,55,0,32.3,1.47,,TRUE,2,2342.19125,2342.19125,2244.89,2244.89,2747.35
01-02-2017 18:00,58,0,31.4,0.69,22,TRUE,2,2342.19125,2342.19125,2358.22,2358.22,2766.51
01-02-2017 19:00,68,0,29.9,0.11,,TRUE,2,2342.19125,2342.19125,3028.78,3028.78,3411.79
01-02-2017 20:00,69,0,29.3,,,TRUE,2,2342.19125,2342.19125,2987.56,2987.56,3369.11
01-02-2017 21:00,71,0,28.2,,12,TRUE,2,2342.19125,2342.19125,2970.44,2970.44,3288.27
01-02-2017 22:00,75,0,28.1,,,TRUE,2,2342.19125,2342.19125,2827.9,2827.9,3093.19
01-02-2017 23:00,83,0,27.3,,,TRUE,2,2342.19125,2342.19125,2465.82,2465.82,2642.33
01-03-2017 00:00,83,0,26.8,,0,FALSE,3,2606.72,2430.3675,2223.08,2310.87,2402.67
01-03-2017 01:00,87,0,26.6,,,FALSE,3,2606.72,2430.3675,2105.89,2172.36,2258.87
01-03-2017 02:00,89,0,26.3,,,FALSE,3,2606.72,2430.3675,2081.39,2121.34,2212.53
01-03-2017 03:00,90,0,25.8,,0,FALSE,3,2606.72,2430.3675,2013.7,2054.175,2143.79
01-03-2017 04:00,95,0,25.7,,,FALSE,3,2606.72,2430.3675,2003.51,2033.85,2120.37
01-03-2017 05:00,95,0,25.4,,,FALSE,3,2606.72,2430.3675,2033.59,2061.865,2209.24
01-03-2017 06:00,96,0,25.3,,0,FALSE,3,2606.72,2430.3675,2256.96,2249.93,2512.56
01-03-2017 07:00,97,0,24.9,,,FALSE,3,2606.72,2430.3675,2428.63,2379.39,2734.03
01-03-2017 08:00,97,0,24.8,0.16,,FALSE,3,2606.72,2430.3675,2462.74,2373.985,2660.74
01-03-2017 09:00,95,0,24.8,1.84,10,FALSE,3,2606.72,2430.3675,2513.41,2361.565,2516.47
01-03-2017 10:00,75,0,26.2,2.38,,FALSE,3,2606.72,2430.3675,2631.71,2406.71,2588.29
01-03-2017 11:00,54,0,28.7,2.45,,FALSE,3,2606.72,2430.3675,2697.2,2427.85,2634.15
01-03-2017 12:00,44,0,31,2.9,14,FALSE,3,2606.72,2430.3675,2735.07,2453.225,2650.94
01-03-2017 13:00,40,0,31.9,2.8,,FALSE,3,2606.72,2430.3675,2727.21,2434.94,2679.13
01-03-2017 14:00,44,0,32,2.24,,FALSE,3,2606.72,2430.3675,2720.39,2443.005,2674.8
01-03-2017 15:00,40,0,32.8,1.54,18,FALSE,3,2606.72,2430.3675,2798,2487.72,2756.98
01-03-2017 16:00,40,0,33,0.72,,FALSE,3,2606.72,2430.3675,2810.25,2513.075,2748.06
01-03-2017 17:00,44,0,33,0.11,,FALSE,3,2606.72,2430.3675,2747.35,2496.12,2801.21
01-03-2017 18:00,50,0,31.6,,16,FALSE,3,2606.72,2430.3675,2766.51,2562.365,2859.98
01-03-2017 19:00,59,0,30,,,FALSE,3,2606.72,2430.3675,3411.79,3220.285,3512.58
01-03-2017 20:00,66,0,29,7,,FALSE,3,2606.72,2430.3675,3369.11,3178.335,3458.68
01-03-2017 21:00,73,0,28.5,2,0,FALSE,3,2606.72,2430.3675,3288.27,3129.355,3377.98
01-03-2017 22:00,79,0,28,,,FALSE,3,2606.72,2430.3675,3093.19,2960.545,3182.02
01-03-2017 23:00,81,0,27.1,,,FALSE,3,2606.72,2430.3675,2642.33,2554.075,2739.75
01-04-2017 00:00,83,0,26.4,,0,FALSE,4,2684.825833,2493.982083,2402.67,2341.47,2429.47
01-04-2017 01:00,87,0,25.2,,,FALSE,4,2684.825833,2493.982083,2258.87,2201.196667,2301.64
01-04-2017 02:00,88,0,24.9,,0,FALSE,4,2684.825833,2493.982083,2212.53,2151.736667,2232.49
01-04-2017 03:00,91,0,24.5,,,FALSE,4,2684.825833,2493.982083,2143.79,2084.046667,2207.42
01-04-2017 04:00,93,0,24.2,,,FALSE,4,2684.825833,2493.982083,2120.37,2062.69,2175.94
01-04-2017 05:00,95,0,24,,0,FALSE,4,2684.825833,2493.982083,2209.24,2110.99,2238.46
01-04-2017 06:00,95,0,24,,,FALSE,4,2684.825833,2493.982083,2512.56,2337.473333,2552.58
01-04-2017 07:00,95,0,24,0.11,,FALSE,4,2684.825833,2493.982083,2734.03,2497.603333,2762.62
01-04-2017 08:00,95,0,24.2,0.68,0,FALSE,4,2684.825833,2493.982083,2660.74,2469.57,2696.42
01-04-2017 09:00,77,0,26.7,1.46,,FALSE,4,2684.825833,2493.982083,2516.47,2413.2,2572.76
01-04-2017 10:00,58,0,29.3,1.93,,FALSE,4,2684.825833,2493.982083,2588.29,2467.236667,2583.02
01-04-2017 11:00,45,0,30.8,2.15,4,FALSE,4,2684.825833,2493.982083,2634.15,2496.616667,2620.49
01-04-2017 12:00,57,0,31.3,2.7,,FALSE,4,2684.825833,2493.982083,2650.94,2519.13,2652.84
01-04-2017 13:00,53,0,32,2.9,,FALSE,4,2684.825833,2493.982083,2679.13,2516.336667,2660.18
01-04-2017 14:00,50,0,32.1,2.65,18,FALSE,4,2684.825833,2493.982083,2674.8,2520.27,2666.9
01-04-2017 15:00,51,0,32,2.17,,FALSE,4,2684.825833,2493.982083,2756.98,2577.473333,2753.4
01-04-2017 16:00,54,0,31.8,1.46,,FALSE,4,2684.825833,2493.982083,2748.06,2591.403333,2759.55
01-04-2017 17:00,59,0,31.3,0.67,14,FALSE,4,2684.825833,2493.982083,2801.21,2597.816667,2840.84
01-04-2017 18:00,64,0,30.1,0.11,,FALSE,4,2684.825833,2493.982083,2859.98,2661.57,2858.94
01-04-2017 19:00,66,0,29.3,,,FALSE,4,2684.825833,2493.982083,3512.58,3317.716667,3543.43
01-04-2017 20:00,70,0,28.8,,8,FALSE,4,2684.825833,2493.982083,3458.68,3271.783333,3463.55
01-04-2017 21:00,75,0,28.1,,,FALSE,4,2684.825833,2493.982083,3377.98,3212.23,3391.18
01-04-2017 22:00,80,0,27.7,,,FALSE,4,2684.825833,2493.982083,3182.02,3034.37,3181.44
01-04-2017 23:00,84,0,27.1,,0,FALSE,4,2684.825833,2493.982083,2739.75,2615.966667,2770.72
01-05-2017 00:00,91,0,25.9,,,FALSE,5,2704.845,2536.154667,2429.47,2363.47,2453.19
01-05-2017 01:00,88,0,26.3,,,FALSE,5,2704.845,2536.154667,2301.64,2226.3075,2315.64
01-05-2017 02:00,92,0,25.8,,0,FALSE,5,2704.845,2536.154667,2232.49,2171.925,2268.25
01-05-2017 03:00,92,0,25.4,,,FALSE,5,2704.845,2536.154667,2207.42,2114.89,2217.67
01-05-2017 04:00,92,0,24.7,,,FALSE,5,2704.845,2536.154667,2175.94,2091.0025,2191.45
01-05-2017 05:00,92,0,24.2,,0,FALSE,5,2704.845,2536.154667,2238.46,2142.8575,2230.35
01-05-2017 06:00,88,0,23.8,,,FALSE,5,2704.845,2536.154667,2552.58,2391.25,2563.49
01-05-2017 07:00,83,0,23.8,0.13,,FALSE,5,2704.845,2536.154667,2762.62,2563.8575,2770.96
01-05-2017 08:00,75,0,23.8,0.74,5,FALSE,5,2704.845,2536.154667,2696.42,2526.2825,2666.87
01-05-2017 09:00,63,0,24.9,1.54,,FALSE,5,2704.845,2536.154667,2572.76,2453.09,2567.66
01-05-2017 10:00,40,0,28.9,2.27,,FALSE,5,2704.845,2536.154667,2583.02,2496.1825,2556.77
01-05-2017 11:00,34,0,30.9,2.77,4,FALSE,5,2704.845,2536.154667,2620.49,2527.585,2564.08
01-05-2017 12:00,39,0,32,2.85,,FALSE,5,2704.845,2536.154667,2652.84,2552.5575,2581.91
01-05-2017 13:00,42,0,32.2,2.84,,FALSE,5,2704.845,2536.154667,2660.18,2552.2975,2610.14
01-05-2017 14:00,42,0,32.3,2.69,14,FALSE,5,2704.845,2536.154667,2666.9,2556.9275,2633.61
01-05-2017 15:00,49,0,32.2,2.2,,FALSE,5,2704.845,2536.154667,2753.4,2621.455,2714.67
01-05-2017 16:00,55,0,31.9,1.5,,FALSE,5,2704.845,2536.154667,2759.55,2633.44,2761.27
01-05-2017 17:00,55,0,30.3,0.49,18,FALSE,5,2704.845,2536.154667,2840.84,2658.5725,2793.62
01-05-2017 18:00,70,0,29.8,0.1,,FALSE,5,2704.845,2536.154667,2858.94,2710.9125,2876.73
01-05-2017 19:00,72,0,28.6,,,FALSE,5,2704.845,2536.154667,3543.43,3374.145,3490.68
01-05-2017 20:00,75,0,27.9,,5,FALSE,5,2704.845,2536.154667,3463.55,3319.725,3433.11
01-05-2017 21:00,80,0,27.6,,,FALSE,5,2704.845,2536.154667,3391.18,3256.9675,3357.19
01-05-2017 22:00,83,0,27.4,,,FALSE,5,2704.845,2536.154667,3181.44,3071.1375,3157.69
01-05-2017 23:00,86,0,26.7,,5,FALSE,5,2704.845,2536.154667,2770.72,2654.655,2716.56
01-06-2017 00:00,85,0,25.6,,,FALSE,6,2687.231667,2561.334167,2453.19,2381.414,2397.85
01-06-2017 01:00,91,0,25.4,,,FALSE,6,2687.231667,2561.334167,2315.64,2244.174,2271.58
01-06-2017 02:00,91,0,24.9,,0,FALSE,6,2687.231667,2561.334167,2268.25,2191.19,2241.87
01-06-2017 03:00,91,0,24.6,,,FALSE,6,2687.231667,2561.334167,2217.67,2135.446,2192.15
01-06-2017 04:00,95,0,24.4,,,FALSE,6,2687.231667,2561.334167,2191.45,2111.092,2172.28
01-06-2017 05:00,95,0,23.9,,0,FALSE,6,2687.231667,2561.334167,2230.35,2160.356,2243.78
01-06-2017 06:00,95,0,23,,,FALSE,6,2687.231667,2561.334167,2563.49,2425.698,2530.07
01-06-2017 07:00,95,0,22.9,0.12,,FALSE,6,2687.231667,2561.334167,2770.96,2605.278,2815.37
01-06-2017 08:00,95,0,22.9,0.72,2,FALSE,6,2687.231667,2561.334167,2666.87,2554.4,2717.71
01-06-2017 09:00,70,0,25.8,1.54,,FALSE,6,2687.231667,2561.334167,2567.66,2476.004,2569.31
01-06-2017 10:00,63,0,29.6,2.25,,FALSE,6,2687.231667,2561.334167,2556.77,2508.3,2614.04
01-06-2017 11:00,43,0,31.2,2.6,4,FALSE,6,2687.231667,2561.334167,2564.08,2534.884,2598.25
01-06-2017 12:00,44,0,32.1,2.74,,FALSE,6,2687.231667,2561.334167,2581.91,2558.428,2663.94
01-06-2017 13:00,46,0,32.1,3.02,,FALSE,6,2687.231667,2561.334167,2610.14,2563.866,2598.16
01-06-2017 14:00,47,0,32.1,2.71,16,FALSE,6,2687.231667,2561.334167,2633.61,2572.264,2636.14
01-06-2017 15:00,49,0,32.1,2.14,,FALSE,6,2687.231667,2561.334167,2714.67,2640.098,2733.24
01-06-2017 16:00,49,0,32,1.42,,FALSE,6,2687.231667,2561.334167,2761.27,2659.006,2753.34
01-06-2017 17:00,51,0,31.1,0.67,20,FALSE,6,2687.231667,2561.334167,2793.62,2685.582,2816.77
01-06-2017 18:00,52,0,30,0.11,,FALSE,6,2687.231667,2561.334167,2876.73,2744.076,2850.65
01-06-2017 19:00,54,0,29,,,FALSE,6,2687.231667,2561.334167,3490.68,3397.452,3458.97
01-06-2017 20:00,60,0,28.6,,4,FALSE,6,2687.231667,2561.334167,3433.11,3342.402,3416.5
01-06-2017 21:00,69,0,27.6,,,FALSE,6,2687.231667,2561.334167,3357.19,3277.012,3325.68
01-06-2017 22:00,68,0,27,,,FALSE,6,2687.231667,2561.334167,3157.69,3088.448,3131.65
01-06-2017 23:00,71,0,26.2,,0,FALSE,6,2687.231667,2561.334167,2716.56,2667.036,2739.14
01-07-2017 00:00,84,0,26.4,,,FALSE,7,2687.018333,2579.289048,2397.85,2384.153333,2416.1
01-07-2017 01:00,89,0,25.1,,,FALSE,7,2687.018333,2579.289048,2271.58,2248.741667,2293.12
01-07-2017 02:00,91,0,24.6,,0,FALSE,7,2687.018333,2579.289048,2241.87,2199.636667,2230.2
01-07-2017 03:00,91,0,24.2,,,FALSE,7,2687.018333,2579.289048,2192.15,2144.896667,2174.19
01-07-2017 04:00,91,0,23.7,,,FALSE,7,2687.018333,2579.289048,2172.28,2121.29,2163.74
01-07-2017 05:00,92,0,23.2,,0,FALSE,7,2687.018333,2579.289048,2243.78,2174.26,2223.99
01-07-2017 06:00,92,0,22.9,,,FALSE,7,2687.018333,2579.289048,2530.07,2443.093333,2436.28
01-07-2017 07:00,92,0,22.7,0.12,,FALSE,7,2687.018333,2579.289048,2815.37,2640.293333,2603.65
01-07-2017 08:00,92,0,23.1,0.7,12,FALSE,7,2687.018333,2579.289048,2717.71,2581.618333,2562.1
01-07-2017 09:00,81,0,23.6,1.47,,FALSE,7,2687.018333,2579.289048,2569.31,2491.555,2567.78
01-07-2017 10:00,61,0,27.6,2.2,,FALSE,7,2687.018333,2579.289048,2614.04,2525.923333,2597.89
01-07-2017 11:00,46,0,29.8,2.73,8,FALSE,7,2687.018333,2579.289048,2598.25,2545.445,2625.09
01-07-2017 12:00,38,0,32.6,2.96,,FALSE,7,2687.018333,2579.289048,2663.94,2576.013333,2648.61
01-07-2017 13:00,44,0,32,3.01,,FALSE,7,2687.018333,2579.289048,2598.16,2569.581667,2612.16
01-07-2017 14:00,47,0,32,2.73,18,FALSE,7,2687.018333,2579.289048,2636.14,2582.91,2631.96
01-07-2017 15:00,49,0,31.6,2.17,,FALSE,7,2687.018333,2579.289048,2733.24,2655.621667,2692.75
01-07-2017 16:00,49,0,31.6,1.4,,FALSE,7,2687.018333,2579.289048,2753.34,2674.728333,2687.46
01-07-2017 17:00,52,0,31.1,0.65,18,FALSE,7,2687.018333,2579.289048,2816.77,2707.446667,2691.84
01-07-2017 18:00,57,0,30.1,0.1,,FALSE,7,2687.018333,2579.289048,2850.65,2761.838333,2718.4
01-07-2017 19:00,62,0,29.1,,,FALSE,7,2687.018333,2579.289048,3458.97,3407.705,3366.52
01-07-2017 20:00,69,0,28.6,,14,FALSE,7,2687.018333,2579.289048,3416.5,3354.751667,3329.31
01-07-2017 21:00,76,0,28.4,,,FALSE,7,2687.018333,2579.289048,3325.68,3285.123333,3243.36
01-07-2017 22:00,78,0,27.6,,,FALSE,7,2687.018333,2579.289048,3131.65,3095.648333,3082.89
01-07-2017 23:00,80,0,27,,0,FALSE,7,2687.018333,2579.289048,2739.14,2679.053333,2748.15
01-08-2017 00:00,89,0,26.1,,,TRUE,1,2639.480833,2621.758988,2416.1,2388.717143,2428.29
01-08-2017 01:00,89,0,25.4,,,TRUE,1,2639.480833,2621.758988,2293.12,2255.081429,2270.96
01-08-2017 02:00,91,0,24.9,,0,TRUE,1,2639.480833,2621.758988,2230.2,2204.002857,2216.8
01-08-2017 03:00,92,0,24.5,,,TRUE,1,2639.480833,2621.758988,2174.19,2149.081429,2177.97
01-08-2017 04:00,91,0,24.1,,,TRUE,1,2639.480833,2621.758988,2163.74,2127.354286,2131.99
01-08-2017 05:00,93,0,23.9,,0,TRUE,1,2639.480833,2621.758988,2223.99,2181.364286,2155.14
01-08-2017 06:00,93,0,23.9,,,TRUE,1,2639.480833,2621.758988,2436.28,2442.12,2323.34
01-08-2017 07:00,93,0,23.9,0.08,,TRUE,1,2639.480833,2621.758988,2603.65,2635.058571,2453.08
01-08-2017 08:00,94,0,24,0.61,8,TRUE,1,2639.480833,2621.758988,2562.1,2578.83,2392.73
01-08-2017 09:00,81,0,25.3,1.18,,TRUE,1,2639.480833,2621.758988,2567.78,2502.444286,2347.42
01-08-2017 10:00,65,0,27.9,1.93,,TRUE,1,2639.480833,2621.758988,2597.89,2536.204286,2263.43
01-08-2017 11:00,60,0,28.7,1.92,8,TRUE,1,2639.480833,2621.758988,2625.09,2556.822857,2239.03
01-08-2017 12:00,59,0,29.9,2.57,,TRUE,1,2639.480833,2621.758988,2648.61,2586.384286,2260.13
01-08-2017 13:00,58,0,30.4,2.73,,TRUE,1,2639.480833,2621.758988,2612.16,2575.664286,2262.16
01-08-2017 14:00,58,0,30.4,2.58,20,TRUE,1,2639.480833,2621.758988,2631.96,2589.917143,2276.23
01-08-2017 15:00,58,0,30.3,2.14,,TRUE,1,2639.480833,2621.758988,2692.75,2660.925714,2297.33
01-08-2017 16:00,59,0,29.9,1.37,,TRUE,1,2639.480833,2621.758988,2687.46,2676.547143,2309.81
01-08-2017 17:00,68,0,29.9,0.63,13,TRUE,1,2639.480833,2621.758988,2691.84,2705.217143,2304.01
01-08-2017 18:00,74,0,28.7,0.11,,TRUE,1,2639.480833,2621.758988,2718.4,2755.632857,2442.49
01-08-2017 19:00,78,0,25.9,,,TRUE,1,2639.480833,2621.758988,3366.52,3401.821429,3118.63
01-08-2017 20:00,76,0,25.9,,18,TRUE,1,2639.480833,2621.758988,3329.31,3351.117143,3112.03
01-08-2017 21:00,77,0,25.9,,,TRUE,1,2639.480833,2621.758988,3243.36,3279.157143,3130.4
01-08-2017 22:00,80,0,25.9,,,TRUE,1,2639.480833,2621.758988,3082.89,3093.825714,3028.8
01-08-2017 23:00,86,0,25.9,,5,TRUE,1,2639.480833,2621.758988,2748.15,2688.924286,2655.38
01-09-2017 00:00,79,0,27.1,,,FALSE,2,2441.565833,2635.955357,2428.29,2392.95,2345.17
01-09-2017 01:00,90,0,25.9,,,FALSE,2,2441.565833,2635.955357,2270.96,2259.671429,2230.99
01-09-2017 02:00,94,0,25.7,,0,FALSE,2,2441.565833,2635.955357,2216.8,2211.932857,2177.75
01-09-2017 03:00,96,0,24.9,,,FALSE,2,2441.565833,2635.955357,2177.97,2160.984286,2133.87
01-09-2017 04:00,96,0,24.4,,,FALSE,2,2441.565833,2635.955357,2131.99,2137.04,2114.11
01-09-2017 05:00,97,0,23.8,,0,FALSE,2,2441.565833,2635.955357,2155.14,2190.65,2177.14
01-09-2017 06:00,96,0,23.4,,,FALSE,2,2441.565833,2635.955357,2323.34,2453.611429,2491.52
01-09-2017 07:00,96,0,22.9,0.12,,FALSE,2,2441.565833,2635.955357,2453.08,2652.62,2713.64
01-09-2017 08:00,94,0,22.9,0.75,8,FALSE,2,2441.565833,2635.955357,2392.73,2594.187143,2649.26
01-09-2017 09:00,56,0,26.3,1.56,,FALSE,2,2441.565833,2635.955357,2347.42,2522.115714,2534.14
01-09-2017 10:00,49,0,28.4,1.85,,FALSE,2,2441.565833,2635.955357,2263.43,2547.878571,2569.11
01-09-2017 11:00,51,0,29.3,1.06,10,FALSE,2,2441.565833,2635.955357,2239.03,2568.327143,2597.02
01-09-2017 12:00,47,0,30.6,2.53,,FALSE,2,2441.565833,2635.955357,2260.13,2599.062857,2620.36
01-09-2017 13:00,46,0,31.7,3.08,,FALSE,2,2441.565833,2635.955357,2262.16,2592.734286,2618.11
01-09-2017 14:00,46,0,31.9,2.66,20,FALSE,2,2441.565833,2635.955357,2276.23,2605.718571,2602.55
01-09-2017 15:00,46,0,31.5,1.5,,FALSE,2,2441.565833,2635.955357,2297.33,2678.052857,2690.01
01-09-2017 16:00,52,0,31,0.66,,FALSE,2,2441.565833,2635.955357,2309.81,2689.962857,2728.97
01-09-2017 17:00,57,0,30.3,0.24,14,FALSE,2,2441.565833,2635.955357,2304.01,2713.662857,2794.61
01-09-2017 18:00,63,0,29.2,0.03,,FALSE,2,2441.565833,2635.955357,2442.49,2767.671429,2825.72
01-09-2017 19:00,67,0,28.8,,,FALSE,2,2441.565833,2635.955357,3118.63,3414.657143,3459.57
01-09-2017 20:00,69,0,28.4,,0,FALSE,2,2441.565833,2635.955357,3112.03,3368.898571,3379.04
01-09-2017 21:00,71,0,28.1,,,FALSE,2,2441.565833,2635.955357,3130.4,3302.008571,3294.72
01-09-2017 22:00,77,0,27.7,,,FALSE,2,2441.565833,2635.955357,3028.8,3122.525714,3112.37
01-09-2017 23:00,78,0,27.3,,0,FALSE,2,2441.565833,2635.955357,2655.38,2716.004286,2668.94
01-10-2017 00:00,84,0,25.5,,,FALSE,3,2647.02875,2641.71375,2345.17,2410.391429,2387.81
01-10-2017 01:00,83,0,27.1,,,FALSE,3,2647.02875,2641.71375,2230.99,2277.542857,2256.86
01-10-2017 02:00,86,0,26.4,,0,FALSE,3,2647.02875,2641.71375,2177.75,2225.698571,2213.2
01-10-2017 03:00,89,0,26.1,,,FALSE,3,2647.02875,2641.71375,2133.87,2178.151429,2157.09
01-10-2017 04:00,90,0,25.8,,,FALSE,3,2647.02875,2641.71375,2114.11,2152.84,2131.83
01-10-2017 05:00,95,0,25.3,,0,FALSE,3,2647.02875,2641.71375,2177.14,2211.157143,2212.97
01-10-2017 06:00,95,0,24.8,,,FALSE,3,2647.02875,2641.71375,2491.52,2487.12,2528.97
01-10-2017 07:00,95,0,24.7,0.12,,FALSE,3,2647.02875,2641.71375,2713.64,2693.335714,2758.84
01-10-2017 08:00,85,0,24.5,0.72,0,FALSE,3,2647.02875,2641.71375,2649.26,2620.832857,2696.22
01-10-2017 09:00,73,0,26,0.66,,FALSE,3,2647.02875,2641.71375,2534.14,2525.077143,2640.8
01-10-2017 10:00,78,0,26.1,0.38,,FALSE,3,2647.02875,2641.71375,2569.11,2538.935714,2637.74
01-10-2017 11:00,80,0,26.5,1.37,14,FALSE,3,2647.02875,2641.71375,2597.02,2554.015714,2602.47
01-10-2017 12:00,68,0,28.5,2.24,,FALSE,3,2647.02875,2641.71375,2620.36,2582.675714,2647.34
01-10-2017 13:00,46,0,30.8,2.81,,FALSE,3,2647.02875,2641.71375,2618.11,2577.148571,2658.01
01-10-2017 14:00,50,0,31.2,2.97,14,FALSE,3,2647.02875,2641.71375,2602.55,2588.884286,2679.55
01-10-2017 15:00,54,0,31.1,2.23,,FALSE,3,2647.02875,2641.71375,2690.01,2662.625714,2742.55
01-10-2017 16:00,54,0,31,1.52,,FALSE,3,2647.02875,2641.71375,2728.97,2678.351429,2760.2
01-10-2017 17:00,58,0,31,0.75,16,FALSE,3,2647.02875,2641.71375,2794.61,2720.414286,2753.4
01-10-2017 18:00,67,0,29.2,0.15,,FALSE,3,2647.02875,2641.71375,2825.72,2776.13,2760.02
01-10-2017 19:00,72,0,28.1,,,FALSE,3,2647.02875,2641.71375,3459.57,3421.482857,3427.85
01-10-2017 20:00,78,0,27.8,,12,FALSE,3,2647.02875,2641.71375,3379.04,3370.317143,3366.34
01-10-2017 21:00,79,0,27.5,,,FALSE,3,2647.02875,2641.71375,3294.72,3302.93,3285.83
01-10-2017 22:00,83,0,27,,,FALSE,3,2647.02875,2641.71375,3112.37,3125.265714,3110.37
01-10-2017 23:00,84,0,26.4,,6,FALSE,3,2647.02875,2641.71375,2668.94,2719.805714,2643.86
01-11-2017 00:00,89,0,26.6,,,FALSE,4,2669.171667,2639.477441,2387.81,2408.268571,2355.41
01-11-2017 01:00,86,0,25.4,,,FALSE,4,2669.171667,2639.477441,2256.86,2277.255714,2233.35
01-11-2017 02:00,89,0,25.5,,0,FALSE,4,2669.171667,2639.477441,2213.2,2225.794286,2197.7
01-11-2017 03:00,91,0,25.1,,,FALSE,4,2669.171667,2639.477441,2157.09,2180.051429,2137.22
